sentence,sentiment,dictionary_classification
like $ breakout long well . get could see run .,positive,positive
"helsinki , finland , sept. , ( globe newswire ) -- ixonos plc expand company ' smartphone r & service establish new next - generation smartphone design unit connection ixonos ' site jyvaeskylae .",positive,positive
"$ axdx get bore , take proprietary profit exit . ' like option liquidity lousy spread .",negative,negative
"also latvia , act partner bakery customer production product development .",neutral,neutral
"total donation amount eur , , .",neutral,neutral
"facility use refinance citycon ' exist credit facility , company say .",neutral,neutral
"finnish real estate company sponda oyj say april , would build vuosaari harbour service center port helsinki .",neutral,neutral
"build home improvement trade , sale decrease . % , total eur . mn .",negative,-1
' exactly happen recent weekday east baker bring remind resident easter tradition make wheat rice pie .,neutral,neutral
company move operating profit eur . versus operate loss eur . . also turn eps eur . versus loss per share eur . .,positive,positive
cost new ropax vessel % low present one .,positive,positive
deal also include ten - year maintenance agreement .,neutral,neutral
"talvivaara mining company plc ( talvivaara mining ) ( lse : talv ) , finland - base nickel mining business , instal second production line metal recovery plant june , .",neutral,neutral
transaction would increase earning per share first quarter eur . .,positive,positive
market datum analytic derive primary secondary research .,neutral,neutral
$ iwm buy program pop $ iwm close print cheap money mean high stock price $ spy robot buying,positive,positive
"cencorp would focus development , manufacture marketing standard product production automation .",neutral,neutral
"crucially , decision use etsi ( european telecommunication standard institute ) - back dvb - h add grow list operator equipment manufacturer opt standard ( see global : january : compete technologies vie mobile tv ) .",neutral,neutral
"addition , kone sign two - year maintenance contract escalator .",positive,positive
"size extension , . % already let , gross area , sq , sq ft .",neutral,neutral
new location n ' change wellmont store air transport service .,neutral,neutral
potential client include public administration organization invest utility network service .,neutral,neutral
"steelmaker say drop profit explain continue economic uncertainty , mixed current drought bank lending , result decline demand product customer find increasingly difficult fund operation .",neutral,-1
ea reng group post sale approximately million kroon .,neutral,neutral
barclay share price subdue bank face fresh forex probe,negative,negative
market expect heineken sell hartwall whole part .,neutral,neutral
"addition tulikivi corporation , also currently member board follow company : altia corporation , j+ñrvi - suomen portti osuuskunta , osuuskunta kpy , profile vehicles oy voimatel oy .",neutral,neutral
"total investment vantaa plant extension amount around million euro , okmetic ' share investment worth around . million .",neutral,neutral
"last year , upm cut production , closed mill finland slash job .",negative,-1
"currently , plant operate full capacity .",neutral,neutral
"report profile company include many key niche player worldwide black & decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k+ group , ryobi technologies , inc. , scotts miracle - gro company , van group , inc. .",neutral,neutral
walter investment management corp receives sell compass point $ wac,negative,negative
"move carry transfer hkscan ' production - relate property , plant , equipment , well holding subsidiary associate company country hkscan finland .",neutral,neutral
` ` will n ' happen overnight .,neutral,neutral
chief executive officer olli - pekka kallasvuo ' change tuesday mark third time nine month company reshuffle executive operation nokia lose ground apple ' iphone rim ' blackberry .,negative,-1
deutsche bank cut $ sbux,negative,negative
irish housebuilder cairn homes plan london list,positive,positive
"reward pay basis earn period correspond value maximum total , componenta corporation share include also proportion pay cash .",neutral,neutral
"cramo ' manager jarmo laasanen say hire equipment machinery lithuania differ baltic country lithuania still many public structure road , bridge , airport shop build .",neutral,neutral
operate profit quarter april - june amount eur . net sale eur . .,neutral,neutral
"$ slv pos , say year . go lower . forget go short .",negative,negative
"paper company -real calculate , biscuit carton make use gsm light board , co save course month would equal generate driving , km car .",neutral,neutral
company expect open first online shop us summer .,neutral,neutral
moscow metro ( ) first metro system europe implement smart card together new type magnetic card .,neutral,neutral
"` ` small firm suffer moment likely money trouble , '' add .",negative,-1
net sale revenue per passenger expect increase .,positive,positive
return capital employ roce negative . % compare . % .,neutral,-1
"indigo somoncom serve , subscriber market share approximately % may .",neutral,neutral
` ` warmly welcome michael frei outotec .,positive,positive
itv share price : group mull takeover canada ' entertainment one,positive,positive
"operate profit six - month period decrease eur . , sale increase eur , , compare corresponding period .",neutral,neutral
"significant capital expenditure item global enterprise resource planning erp project , product development production machine .",neutral,neutral
kone say court paper union action delay repair elevator federal courthouse jan. saltonstall state office building jan. .,neutral,-1
rd red day row ? $ tsla,negative,negative
"operate profit total eur . mn , operate loss eur . mn year -- year .",positive,-1
"accord finnish financial service group sampo ' ceo , bj+ârn wahlroos , danish danske bank ' acquisition sampo bank eur bn large cash deal finland ' economic history .",neutral,neutral
"f - secure , developer security solution service internet service providers mobile operator , announce result annual online wellbeing survey .",neutral,neutral
"december alone , member lithuanian brewers ' association sell total . million liter beer , increase . percent sale . million liter december .",positive,positive
"coca - cola market leader manufacturer market share . % , . % corresponding period - .",neutral,-1
"barclays plc ( lse : barc ) ( nyse : bcs ) , credit agricole sa ( epa : aca ) ( cagr .",neutral,neutral
finnish componenta publish new long - term strategy period - aim grow together customer .,neutral,neutral
veneer plywood industry sweden quite small despite raw material resource .,neutral,neutral
"finnish metal product company componenta oyj ( hel : cthv ) say today net loss narrow eur , ( usd , ) last quarter eur . million period year early .",positive,positive
"vike pay eur million new ship , complete january .",neutral,neutral
rautaruukki aim find work group ' location make redundant .,neutral,neutral
"accord company , addition normal seasonal fluctuation market situation weaken autumn .",negative,-1
"accord arokarhu , purchase scan cash register computer disappear total sum key press .",negative,-1
name yet release .,neutral,neutral
"also , bring ` ` right kind people '' upgrade human resource .",positive,positive
kesko previously publish stock exchange release concern deal february .,neutral,neutral
update -ex - barclays director accuse us illegal tip plumber,negative,negative
l&g complete uk ' large medically underwritten bulk pension risk deal,positive,positive
"lassila & tikanoja ' operate profit exclude non - recurring impute item second quarter eur . , eur . year ago .",neutral,-1
"honkarakenne mainly export large luxury log house russia use one - family house holiday home ; % sale go moscow region , % st petersburg region , remainder location .",neutral,neutral
value deal disclose .,neutral,neutral
"hkscan , headquarter turku , finland , lead northern european food group , employee nine country .",neutral,neutral
$ tsla see downside next two week careful - dollar drop potential vs + move,negative,negative
"` ` would invest physical infrastructure , would also provide know- manage develop science technology park , '' say sunrise valley director andrius bagdonas .",positive,positive
"favourable currency rate also contribute high net sale , '' ceo kari kauniskangas say .",positive,positive
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report essential source company datum information .,neutral,neutral
union company official return call yesterday .,neutral,neutral
"( adp news ) - finnish handling system provider cargotec oyj ( hel : cgcbv ) announce friday order worth eur million ( usd . ) deliver linkspan jordan , morocco ireland .",positive,positive
"german commerzbank ag ' hamburg branch us jp morgan ( nyse : jpm ) participate arranger , dutch ing ( ams : inga ) co - arranger .",neutral,neutral
global life science industry strictly regulate international national authority .,neutral,neutral
"tieto offer aktia good foundation require support service implement update project , ' say juha volotinen , responsible aktia ' web service .",positive,positive
company build altogether new substation end year .,neutral,neutral
"tiimari , finnish retailer , report geenrate quarterly revenue total eur . mn th quarter , eur . mn loss .",positive,positive
resignation take effect immediately .,neutral,neutral
work netapp include strategically reposition brand category major global relaunch .,neutral,neutral
financial detail available .,neutral,neutral
"follow divestment , fiskars ' outdoor unit comprise brand gerber , silva buster , focus multi - tool , knife , compass , mobile lighting , pedometer , aluminium boat .",neutral,neutral
cf pty ltd become substantial holder renison consolidated mines nl january million share ( . pc ) .,neutral,neutral
"cet , arcelormittal lose . % eur . euronext paris , come lead blue - chip faller .",negative,-1
ogden reportedly shell $ . million .,neutral,neutral
$ gale breakout come soon !,positive,positive
"august , latvijas finieris order production line new green veneer mill build ukmerge , central lithuania .",neutral,neutral
"foundries division report sale increase . % eur . mn eur . mn corresponding period , sale machine shop division increase . % eur . mn eur . mn corresponding period .",positive,positive
& p downgrade barclays rbs government bailout fear,negative,negative
"finnish high technology provider vaahto group report net sale eur . mn accounting period september - february , increase . % year early .",positive,positive
$ bbry / trend turn bullish today resistance level $ ..,positive,positive
"isolationism ? another sell rating , sell ratings spy , qqq , iwm several company $ aapl $ axp $ bac $ blue $ fxe",negative,negative
expand company continue call newpage .,neutral,neutral
company say sale three month end march slide eur . us$ . eur . last year .,neutral,-1
finnish energy company fortum set new strict target limit short - term carbon dioxide emission heat electricity production .,neutral,neutral
"refining margin year $ . - bbl , compare $ . - bbl prior year .",positive,positive
$ prgn bottom right ?,neutral,neutral
operate profit rise eur . mn eur . mn corresponding period .,positive,positive
$ tsla weak today dt watchlist,negative,negative
"tesla : voluntary recall , model x vehicle , due back seat issue . $ tsla",negative,negative
manufacturing begin pietarsaari begin year delivery take place october .,neutral,neutral
"finnish electronics contract manufacturer scanfil report net sale eur . mn , eur . mn .",neutral,-1
customer access integrate propeller gear package one source .,neutral,neutral
"add- order contain , among other , control valve instrumentation well complete mill engineering electrification metso drive control .",neutral,neutral
"yit lodge counter claim neste oil total eurm , primarily base work carry contract additional cost incur due prolongation project .",negative,-1
reduction implement mainly course first half .,neutral,neutral
$ uvxy put chum key support next level - careful,negative,negative
inha works invest product development market research .,neutral,neutral
"tesco , asda sale fall march discounter continue : kantar",negative,negative
first quarter expect line analyst ' forecast .,neutral,neutral
"omeo ( ) employ expect net sale mln euro ( $ . mln ) fiscal - , end april , .",neutral,neutral
"press conference , lattelecom board chairman nils melngailis explain blackstone choose experience sector well financial strength .",positive,positive
share represent . % total share capital . % total voting right .,neutral,neutral
mobile data transfer expect increase explosively lte era .,neutral,neutral
finnish cutlery hand tool maker fiskars oyj abp ( hel : fisas ) say today net profit rise eur . million ( usd . ) third quarter eur . million year early .,positive,positive
$ ren bottom .. good time buy,positive,positive
"addition , kazakh delegation visit finland ' sitra investment fund , honkarakenne ltd nokia headquarters study teliasonera ltd jsc ' activity .",neutral,neutral
worker + àm+ñl affect close- .,neutral,-1
construction schedule start april - june complete early .,neutral,neutral
finnish waste management cleaning group lassila & tikanoja oyj ( l & ) net profit go . mln euro ( $ . mln ) . mln euro ( $ . mln ) .,neutral,-1
operate loss increase eur mn loss eur . mn .,negative,-1
"jarmo honkamaa , head oil refining business neste oil , say situation look promise viewpoint .",positive,positive
second successful effort financial investor year .,positive,positive
"$ rnn day trader flush , start go slowly .",positive,positive
"` fix home - base , cut cost close non - profitable unit , look go forward , ' say .",positive,positive
"` ` transaction strengthen position ... design brand good , '' say fiskars president ceo heikki allonen , point two group relatively overlap operation .",positive,positive
financial term n ' disclose .,neutral,neutral
finnish media group talentum issue profit warning .,neutral,-1
rubin say expect capman announce - additional transaction .,neutral,neutral
update -astrazeneca sell rare cancer drug sanofi $ mln,positive,positive
total investment project approximately eur .,neutral,neutral
` ` demand sport equipment good .,positive,positive
"accord vauramo , plant ' lifting equipment suitable asian chinese truck .",neutral,neutral
kraft - heinz merger come together speedy week,positive,positive
"igor oleg yankov , currently manage moron vitim , hold onto % stake .",neutral,neutral
"kauko - telko ltd press release .. . ( ) telko group ( kauko - telko ) expand strategic partnership bp industrial lubricants & services ( bp ils ) acquire total ownership bp ' swedish retail company , molub - alloy ab .",positive,positive
"narrow eur . -mo ' october - finnish software hardware developer elektrobit oyj hel : ebgv , eb , say today net loss narrow eur . first nine month eur . period year ago .",positive,positive
"vaisala also say expect net sale eur . million , compare eur . million record .",positive,positive
"order also cover design service , hardware , software licence , well maintenance service six year .",neutral,neutral
"company pay dividend eur . per share , total eur mn .",neutral,neutral
"compare ftse index , rise . point ( . % ) day , relative price change - . % .",neutral,-1
"` ` tailor solution meet solel ' technical requirement , result cost - effective manufacturing high - quality reflector . ''",positive,positive
operate income rise eur . mn eur . mn .,positive,positive
"net sale eur . billion , international operation account roughly quarter .",neutral,neutral
"sale volume , coca - cola ' market share decrease . % . % .",negative,-1
desk reach full plan strength ten person autumn .,neutral,neutral
"one price category call prefer operator ' network , another call operator ' network .",neutral,neutral
veracel prepare appeal issue ask court clarification judgement .,neutral,neutral
first charge station make available already whole network ready .,neutral,neutral
include option additional communal building site well construction supervision work construction site .,neutral,neutral
"operate profit fall eur . mn eur . mn , include vessel sale gain eur . mn .",neutral,-1
"large restructuring plan italy , negotiation job cut initiate today , company note .",negative,-1
"first , solteq ' service company operate st. petersburg area include maintenance material management system datum collection solution .",neutral,neutral
$ fb shifting minute - suspect take highs,positive,positive
$ wmt bullish macd crossover rsi sto go - .$ re . could run,positive,positive
operate profit rise eur . eur . year early .,positive,positive
"ruukki sign contract deliver install steel structure bridge kyronsalmi strait savonlinna , finland .",positive,positive
"use control speed electric motors use industry municipal engineering , power generation use renewable energy .",neutral,neutral
meggitt share price tumble profit fall ' challenging year ',negative,negative
"$ imrs - ' important pragmatic analysis ... high price could offer head - wind .... bullish story intact , evenif market roll",positive,positive
"top , us commerce department publish bad -- expect construction spending figure november .",neutral,-1
"agreement , pfizer fund biotie ' research activity pde phosphodiesterase inhibitor program since start late sole authority develop discover compound .",neutral,neutral
"test , conduct nokia siemens ' lte center competence espoo , finland , follow company ' production start lte - ready flexi multiradio base stations mhz band april , complement early test nokia mhz mhz band .",neutral,neutral
"say brian burton , head security , vodafone uk .",neutral,neutral
"net cash operating activity negative eur . mn , compare eur . mn .",neutral,-1
total need staff cut correspond man - year .,neutral,-1
"within framework partnership , nokia siemens networks sign initial framework purchase agreement sitronics subsidiary , jsc mikron , large manufacturer exporter microelectronic component russia .",positive,positive
estimate annual value frame agreement eur mn .,neutral,neutral
company expect net sale first half reach previous year ' level .,positive,positive
"addition stake megafon , telecominvest currently own % share web plus st. petersburg payphones , % telecom equipment producer peter - servis number minor asset .",neutral,neutral
"russia ' top container shipping group , fesco , finnish logistic company nurminen logistics start pilot project offer client direct intermodal transportation service finland asia pacific country , fesco say statement .",positive,positive
operate profit fall eur . mn eur . mn .,neutral,-1
finnish silicon wafer manufacturer okmetic oyj say swung net profit . mln euro $ . mln first nine month net loss . mln euro $ . mln year early .,positive,positive
"fiskars r , found , one old company world large manufacturer lightweight stainless steel scissor u .. .",neutral,neutral
"berkshire disclose unit ' tie iran , open probe",negative,negative
aim convert plant flexible manufacturer new technologically demand product .,positive,positive
"today , connect people new different way - fuse advanced mobile technology personalize service enable people stay close matter .",neutral,neutral
"baltic country , sale fall . % .",negative,-1
"-hour news , try icis news click ` ` trial '' , icis news",neutral,neutral
"finland , % paper paperboard reclaimed .",neutral,neutral
"total , new citycon share nominal value eur . per share subscribe december exercise -b - c option base company ' stock option plan .",neutral,neutral
$ grpn might sell ahead $ p earning ...,negative,negative
"mention shareholder suggest monthly salary eur , would pay board member outside company .",neutral,neutral
arm profit sale shift away mobile gain pace,positive,positive
"incap contract manufacturing carry manufacturing agreement factory tumkur , near bangalore .",neutral,neutral
cargo volume increase approximately % .,positive,positive
$ googl hit lawsuit russian search engine $ yndx,negative,negative
$ aapl action close indicate $ aapl probably hit near term high . momentum slow huge run .,positive,positive
"far company award $ , worth tool material .",neutral,neutral
"however , company see net profit third quarter eur . eur . corresponding period .",negative,-1
aviva fine $ million u.k. regulator fee failings,negative,negative
"finnish management software solution provider ixonos oyj net profit decrease , euro ( $ , ) first quarter , euro ( $ . mln ) period .",negative,-1
"bank also expect additional cost , relate dash - q jet , group shelve october .",neutral,neutral
turbine expect launch end .,neutral,neutral
"adpnews - sep , - finnish silicon wafer maker okmetic oyj hel : okmv say reduce number clerical worker worldwide result personnel negotiation complete today .",neutral,-1
shell offer percent premium buy bg $ billion,positive,positive
lean system support change management component purchase extremely well .,positive,positive
incap furniture presently negotiate staff cut .,negative,-1
"see new register , subscribe newspaper .",neutral,neutral
"production level agree producer long time ago , fall consumption lead loss .",negative,-1
$ nvda sideway,neutral,neutral
diageo shares surge report possible takeover lemann,positive,positive
` ` approach much use raw material produce line principle sustainable development .,neutral,neutral
"` nordea ' definitely big sampo acquire , ' say analyst ` sampo would appear agenda nordea ahead privatisation .",neutral,neutral
"ahlstrom , headquarter helsinki , finland , global company involve development , manufacture marketing high performance fibre - base material .",neutral,neutral
"redesign crush circuit operation since start september overall production rate weekly basis excess average , tonne day .",neutral,neutral
"combination service enable we offer complex strengthen service chain limit baltic port connection also get access world wide grimaldi network mediterranean , africa north america ` ` say uwe bakosch .",positive,positive
"key reason read report : - report contain relevant information , leave excessive datum .",neutral,neutral
adobe receive new rating top analyst $ adbe,positive,positive
"part agreement , aspocomp also give meadville pct slice subsidiary operate oulu , finland .",neutral,neutral
"order include log handle line , peel line dry line production parquet base layer veneer plyfa ' hassela mill , central sweden .",neutral,neutral
diluted earning per share ( eps ) stand eur . versus eur . .,negative,-1
$ vrtx early technical buy signal ... confirmation > need fundam . incentive,positive,positive
energy - efficient datum center build combine effective energy solution state --- art technology .,positive,positive
johnson matthey raise prospect investor payout,positive,positive
"chain try cut cost , pressure vendor fitness equipment manufacturer precor slash price .",neutral,neutral
"aldata solution , global company engage supplier consumer business process optimization , announce detail dollar dinosaurs program .",neutral,neutral
also development online business continue .,neutral,neutral
"` ` method system control hard disk drive use multimediacard physical interface '' invent marko ahvenainen ruutana , finland .",neutral,neutral
fortum previously buy state - hold stake tgk- rao ues reform .,neutral,neutral
"first nine month , company ' net loss narrow eur , eur . corresponding period .",positive,positive
us dollar wipe sale gain sabmiller,negative,negative
"revenue grow percent xac million $ million , xac million .",positive,positive
"seppala ' revenue increase . % eur . . finland , revenue go . % eur . , sale abroad rise . % eur . . sale increase baltic country well russia ukraine .",positive,positive
$ wx decent pull back . .,negative,negative
"master mayawas jointly develop nokia siemens networks ufa - fremantlemedia , actively advertise maxis end may .",neutral,neutral
$ endp look long entry today ' price action ' appeal,neutral,neutral
cover small $ mww short @ . . loss . flat day . cash .,positive,positive
return equity stand . % compare . % third quarter .,positive,positive
"negotiation result reduction people regular employment , around half cover pension arrangement .",negative,-1
$ acom downside breakout looks come soon .,negative,negative
finnish handling system company cargotec oyj ( hel : cgcbv ) say today eur million ( usd . ) contract deliver macgregor hatch cover ship order norwegian shipowner grieg shipping .,positive,positive
"user vetr bearish tesla motors , inc. , indicate sell rating ( star ) $ tsla",negative,negative
"cost deal could range million million euro depend financial result two company , statement say .",neutral,neutral
"capman , stockholm - headquarter private equity firm , hold first close second private equity real estate fund continue push property sector .",neutral,neutral
compnay also say would lower price development project one third compare last november .,neutral,neutral
"nokian tyre prove high safety excellently important drive quality stability mark . , handle . brake wet road . .",positive,positive
finnish communication electronic component supplier scanfil oyj tuesday say sale first half % low period year ago .,neutral,-1
high wind also topple three semi - trailer - north barstow .,neutral,neutral
ruukki sign contract norwegian company veidekke entreprenor .,positive,positive
"konecrane previously communicate estimate reduction , employee group level .",neutral,-1
$ googl set -day move average .,positive,positive
"deal include rental equipment relate merchandise , rental contract depot two employee , company say .",neutral,neutral
operate cash flow investment total eur . mn compare eur . mn corresponding period .,negative,-1
"ebrd use fund provide . mln loan b portion mln euros syndicate two finnish commercial bank , nordea bank finland plc . mln euros pohjola bank plc . mln euros .",neutral,neutral
` ` issue identify stonesoft affect range content inspection technology .,neutral,neutral
pharmaceuticals group orion corp report fall third - quarter earning hit large expenditure r & marketing .,negative,-1
-star analyst @brianwieser pivotal research upgrade rating $ googl buy . brian % success rate,positive,positive
hobby hall ' sale decrease pct due implement new information system involve change principal post sale .,negative,-1
"last year , . million passenger fly airline , percent .",neutral,-1
"operate loss total eur . mn , compare profit eur . mn third quarter .",neutral,-1
subscription sale decrease slightly .,neutral,-1
"( adp news ) - feb , - finnish fishing tackle company rapala vmc corp ( hel : rapv ) say today net profit rise eur . million ( usd . ) eur . million .",positive,positive
finnish sport equipment company amer sports say decide lie worker salomon division france .,neutral,-1
original contract sign last summer .,neutral,neutral
"first quarter , sacanfil ' net sale total eur . mn operate profit eur . mn .",neutral,-1
$ spy come on bull buy dips !,positive,positive
"group ' loyal customer magazine yhteishyv+ñ come second , , reader sanoma corporation ' daily newspaper helsingin sanomat third , , reader .",neutral,neutral
"kesko agro eesti , retailer wholesaler grain , agricultural warehousing machinery accessory , net sale million euro , increase one - tenth precede year .",positive,positive
"accord , construction work start spring , facility commission spring .",neutral,neutral
$ fb & $ tsla crack lower early . $ short # correction # stock,negative,negative
"operate profit eur . mn , eur . mn .",positive,-1
total capital fund manage bank decrease % eur mn end september .,neutral,-1
"commission income decrease eur . mn , compare eur . mn third quarter .",neutral,-1
finnish software developer done solutions oyj say net profit increase . mln euro ( $ . mln ) . mln euro ( $ . mln ) .,positive,positive
"niina nenonen , marimekko ' current director clothing , bag accessory line , take role .",neutral,neutral
homeowner across north america green experience share cost saving clean eco - friendly heating .,neutral,neutral
pharmaceutical market italy global research & data services publish recently market analysis pharmaceutical market italy .,neutral,neutral
"` ` transaction support huhtamaki ' strategic review rigid plastic consumer good operation '' , say huhtam+ñki oyj ' ceo jukka moisio .",neutral,neutral
"britain ' ftse steady , support dixons carphone",positive,positive
"adp news - nov , - finnish print circuit board pcb maker aspocomp group oyj omx : acgv say today net loss narrow eur million usd . first nine month eur",positive,positive
finnish media group talentum issue profit warning .,negative,-1
"train expect cross russian territory day , reach vostochny port .",neutral,neutral
"ftse drop . pct glencore , metal price fear",negative,negative
acquisition part ramirent ' strategy strengthen position select location .,positive,positive
hk ruokatalo ' target know consumer .,neutral,neutral
$ sbux getting sell .,negative,negative
strategic operational business information objectively report .,neutral,neutral
acquisition panostaja oyj expand business area specialise digital printing .,positive,positive
"via move , company aim annual saving eurm , main part expect realize year .",positive,positive
net sale total eur million operate margin % .,neutral,-1
"however , growth margin slow due financial crisis .",neutral,-1
"start software capable retrieve datum type computer keyboard ( ` ` keylogger '' ) , complex mechanism arrive scene , phishe pharming .",neutral,neutral
"` ` significant milestone benefon , help we secure critical usp ' personal navigation product roadmap beyond , '' comment simon button , chief technology officer benefon .",positive,positive
kone say court paper union action delay repair elevator federal courthouse jan. saltonstall state office building jan. .,negative,-1
concept enable commercially affordable way manufacture high - quality tco coated glass solar industry .,positive,positive
performance second half exceed expectation .,positive,positive
$ es_f. nice little cup -- handle shape -minute . end -- day $ spy $ spx favour good day index . see gap open,positive,positive
", -odd square metre plot stockmann buy nevsky center shopping center locate nevsky prospect , st petersburg ' high street , next vosstaniya square underground station , immediate vicinity moscow station .",neutral,neutral
amazon sell surveillance camera infect malware $ amzn # amazon,negative,negative
net sale drop % year -- year eur . million .,negative,-1
eur . h ' august - finnish media group ilkka - yhtyma oyj ( hel : ilks ) say today net profit fall % year eur . first half .,neutral,-1
"scheme teliasonera altimo practically identical , except involve merger stake vimpelcom kyivstar .",neutral,neutral
"finnish textile clothing group marimekko oyj post net profit . mln euro $ . mln , compare . mln euro $ . mln .",negative,-1
"january , ephc board director approve increase quarterly dividend $ . $ . per share .",positive,positive
$ iwm relative weakness pretty apparent short boat get full one . prefer boat close empty .,negative,negative
"` ` second quarter firstquarter growth net sale since third quarter , '' say magnus rosen , ramirent ceo .",positive,positive
"third quarter , net sale increase . % eur . mn , operating profit . % eur . mn .",positive,-1
second - quarter net sale expect par first quarter .,neutral,neutral
"accord company , decision issue make summer , early , summer , late .",neutral,neutral
l & also acquire pct stake local sector company salvor oy begin september .,neutral,neutral
bot $ amzn weekly call @ .,positive,positive
vaisala ' net profit third quarter drop . mln euro ( $ . mln ) . mln euro ( $ . mln ) period .,negative,-1
"finnish suominen corporation make wipe , nonwoven , flexible packaging , expect change market situation reduce sale suominen ' nonwoven wet wipe previously estimate volume .",negative,-1
"estonian electronic component factory , elcoteq , run material closure air traffic .",neutral,-1
$ bbry ready take !,positive,positive
"nine bank include barclays , citi , agree pay $ billion settle forex ...",negative,negative
"result transaction , aggregate holding burrill life sciences capital fund , l.p. decrease per cent total number share vote company .",neutral,-1
diluted earning per share ( eps ) decline eur . eur . .,negative,-1
"begin subscription period may , share subscription price b option right eur . per share .",neutral,neutral
"sale , savcor group ltd comprise savcor art , corporate function investment cencorp corporation .",neutral,neutral
amazon ' grocery deal morrison begin,positive,positive
"accord finnish fim bank , alpro ' price would around eur mn - mn .",neutral,neutral
net sale decrease eur . mn eur . mn corresponding period .,negative,-1
teva : fda approve generic version astrazeneca heartburn drug,positive,positive
event follow -line via orion ' finnish homepage well via kauppalehti live web service .,neutral,neutral
"lithuanian beer market make . million liter january , rise . percent year - early figure , lithuanian brewers ' association report cite result member .",positive,positive
"cost cutting measure , produce around eurm saving past nine month , dampen airline ' loss , finnair say .",positive,positive
$ iaci look good weekly chart .,positive,positive
vike line head jan kaarstroem tell tt company ' ferry well equip handle ice passenger safe .,positive,positive
"finnish investment group panostaja oyj say net profit go . mln euro $ . mln fiscal - , end october , , . mln euro $ . mln period fiscal - .",positive,positive
astrazeneca daiichi sankyo jointly commercialise movantik us,positive,positive
"ferry run trouble outside stockholm archipelago , make , island .",negative,-1
appointment kaupthing bank aim co - ordinate capital markets activity within group improve overall service client .,positive,positive
$ spy tomorrow party time bear ! ! $ goog $ msft -.%,negative,negative
"operate profit exclude non - recurring item decrease eur . mn eur . mn , represent . % net sale .",negative,-1
bank vtb provide mortgage loan buy apartment complex - % per annum ruble .,neutral,neutral
"last year , . million passenger fly airline , percent .",negative,-1
"feature user interface , -gram model also come .-inch quarter vga display megabyte internal memory , expandable micro secure digital slot .",neutral,neutral
"seller include shareholder , include intellibis management , employee investor .",neutral,neutral
insurer anticipate share nordea ' net profit significant .,positive,positive
"adp news - feb , - finnish print circuit board pcb maker aspocomp group oyj hel : acgv say today swing net profit eur , usd , versus net loss eur . million",positive,positive
company report today operating loss eur . net sale eur . first quarter .,neutral,-1
"operate profit total eur mn , eur mn .",positive,-1
capitex kalmar continue responsible maintenance technical development service .,neutral,neutral
` ` director shareholder alike ask practice allow continue . '',neutral,neutral
"ceo bpm , ubi meet italy econ minister & talk heat",positive,positive
"tekla organize information meeting analyst medium wtc helsinki marski meeting room , aleksanterinkatu , day : - : p .. light lunch serve .",neutral,neutral
"business organise , february , , way production design service combine one entity , etteplan operations .",neutral,neutral
"follow increase , huhtamaki oyj ' register share capital eur , , . number share outstanding , , .",neutral,neutral
"generate operating loss eur . mn , profit eur . mn .",negative,-1
"first half , bank ' operating profit fall eur . mn eur . mn , net interest income increase eur . mn eur . mn first half .",neutral,-1
elcoteq ' revenue approximately eur million .,neutral,neutral
march - finnish electronics contract manufacturer scanfil oyj hel : scfv say today plan merge wholly own scanfil ems group ojala - yhtyma oy hit snag shareholder domestic rival reject deal .,negative,-1
"nevertheless , market share rise . percent . percent year early .",positive,positive
` ` design team long admire marimekko ' vivid pattern color .,positive,positive
"ftse fall -month low greek debt concern , easyjet skid",negative,negative
market share widen . percent . percent year early .,positive,positive
"negotiation result reduction people regular employment , around half cover pension arrangement .",neutral,-1
update -astrazeneca boost respiratory unit $ mln takeda deal,positive,positive
net sale fall % third quarter eur . mn .,negative,-1
"` ` test part large campaign include various customer trial demonstration make lte mhz commercially viable summer , '' nokia siemens head lte business line , reino tammela , say .",neutral,neutral
"goldman sachs , barclays , hsbc downplay brexit threat",neutral,neutral
"operate profit non - recurring item eur . mn first nine month , compare eur . corresponding period .",negative,-1
' trend underpin uk sale growth kingfisher,positive,positive
"food sale total eur . mn october , represent decrease . % october .",negative,-1
"marubeni participate ghg - green house gas - emission reduction project overseas , obtain emission credit project provide japanese client .",neutral,neutral
"accord statistic finnish maritime administration , shipping increase much january - august , however .",neutral,neutral
"westend ict plc new , , share increase share capital eur , , base resolution extraordinary shareholder meeting december today register trade register .",neutral,neutral
fund fair value increase correspondingly .,positive,positive
"finnish suominen corporation specialise wet wipe , nonwoven , flexible packaging report net sale eur . mn second quarter , eur . mn second quarter .",positive,positive
inventor issue u .. patent . .,neutral,neutral
"september alone , market decline . percent year -- year . million liter .",negative,-1
"strong brand visibility nationally regionally primary importance home sale , vehicle consumer advertising .",neutral,neutral
first time finnair award agreement uk government .,positive,positive
"follow move , stora enso hold newpage remain unchanged .",neutral,neutral
expect $ spy close . $ aapl,positive,positive
"plant ground continue grow , success garden lie well ' maintain .",neutral,neutral
"company say paper demand increase main market , include publication paper , increase average paper price percent compare last year .",positive,positive
"outsource scan capture solution transfer paper invoice electronic format , basware business transactions service allow customer receive send invoice electronic format .",neutral,neutral
astrazeneca suffer setback drug fail treat eye cancer,negative,negative
sanoma magazines international invite shareholder hold approximately % share sell share .,neutral,neutral
` ` could we .,neutral,neutral
